FILE_NAME,GROUP_NAME,GOLD_TABNUMBER,EXTRACTED_TABNUMBER,RESULT,FIELD_NAME,CHILD_GOLD,CHILD_EXTRACTED
doc00131320180117125408.html,product_group,,,,price,264.23,
doc00131320180117125408.html,product_group,2,,FN
doc00131320180117125408.html,product_group,,,,product,Intelligent Cotton Plate,
doc00131320180117125408.html,product_group,,,,quantity,60.00,
doc00131320180117125408.html,product_group,,,,price,882.09,
doc00131320180117125408.html,product_group,3,,FN
doc00131320180117125408.html,product_group,,,,product,Rustic Rubber Computer,
doc00131320180117125408.html,product_group,,,,quantity,6.00,
doc00131320180117125408.html,product_group,,,,price,644.11,
doc00132820180117125933.html,product_group,6,,"FP,FN"
doc00132820180117125933.html,product_group,,,,product,Intelligent Steel Bench,Intelligent Steel Bench
doc00132820180117125933.html,product_group,,,,price,577.04,577.04
doc00132820180117125933.html,product_group,4,,FN
doc00132820180117125933.html,product_group,,,,product,Ergonomic Cotton Clock,
doc00132820180117125933.html,product_group,,,,quantity,47.00,
doc00132820180117125933.html,product_group,,,,price,967.47,
doc00132820180117125933.html,product_group,2,,FN
doc00132820180117125933.html,product_group,,,,product,Rustic Copper Car,
doc00132820180117125933.html,product_group,,,,quantity,21.00,
doc00132820180117125933.html,product_group,,,,price,757.23,
doc00132820180117125933.html,product_group,1,,FN
doc00132820180117125933.html,product_group,,,,product,Aerodynamic Aluminum Car,
doc00132820180117125933.html,product_group,,,,quantity,19.00,
doc00132820180117125933.html,product_group,,,,price,135.40,
doc00132820180117125933.html,product_group,3,,FN
doc00132820180117125933.html,product_group,,,,product,Synergistic Granite Coat,
doc00132820180117125933.html,product_group,,,,quantity,67.00,
doc00132820180117125933.html,product_group,,,,price,457.08,
doc00132820180117125933.html,product_group,0,,FN
doc00132820180117125933.html,product_group,,,,product,Durable Silk Table,
doc00132820180117125933.html,product_group,,,,quantity,51.00,
doc00132820180117125933.html,product_group,,,,price,211.65,
doc00132820180117125933.html,product_group,5,,FN
doc00132820180117125933.html,product_group,,,,product,Fantastic Steel Car,
doc00132820180117125933.html,product_group,,,,quantity,17.00,
doc00132820180117125933.html,product_group,,,,price,0.56,
doc00145820180117152240.html,product_group,3,,"FP,FN"
doc00145820180117152240.html,product_group,,,,product,Customer Support,Customer Support
doc00145820180117152240.html,product_group,,,,quantity,17.00,17
doc00145820180117152240.html,product_group,,,,price,20.00,20.00
doc00145820180117152240.html,product_group,0,,FN
doc00145820180117152240.html,product_group,,,,product,Social MediaMarketing,
doc00145820180117152240.html,product_group,,,,quantity,14.00,
doc00145820180117152240.html,product_group,,,,price,1.00,
doc00145820180117152240.html,product_group,2,,FN
doc00145820180117152240.html,product_group,,,,product,Pilot Development,
doc00145820180117152240.html,product_group,,,,quantity,93.00,
doc00145820180117152240.html,product_group,,,,price,150.00,
doc00145820180117152240.html,product_group,1,,FN
doc00145820180117152240.html,product_group,,,,product,Development,
doc00145820180117152240.html,product_group,,,,quantity,93.00,
doc00145820180117152240.html,product_group,,,,price,60.00,
doc00146420180117152505.html,product_group,5,,"FP,FN"
doc00146420180117152505.html,product_group,,,,product,Proof of Concept,Proof of Concept
doc00146420180117152505.html,product_group,,,,quantity,50.00,50
doc00146420180117152505.html,product_group,,,,price,60.00,60.00
doc00146420180117152505.html,product_group,0,,FN
doc00146420180117152505.html,product_group,,,,product,Social MediaMarketing,
doc00146420180117152505.html,product_group,,,,quantity,90.00,
doc00146420180117152505.html,product_group,,,,price,1.00,
doc00146420180117152505.html,product_group,3,,FN
doc00146420180117152505.html,product_group,,,,product,Customer Support,
doc00146420180117152505.html,product_group,,,,quantity,32.00,
doc00146420180117152505.html,product_group,,,,price,20.00,
doc00146420180117152505.html,product_group,1,,FN
doc00146420180117152505.html,product_group,,,,product,Development,
doc00146420180117152505.html,product_group,,,,quantity,83.00,
doc00146420180117152505.html,product_group,,,,price,60.00,
doc00146420180117152505.html,product_group,2,,FN
doc00146420180117152505.html,product_group,,,,product,Pilot Development,
doc00146420180117152505.html,product_group,,,,quantity,59.00,
doc00146420180117152505.html,product_group,,,,price,150.00,
doc00146420180117152505.html,product_group,4,,FN
doc00146420180117152505.html,product_group,,,,product,Video Marketing,
doc00146420180117152505.html,product_group,,,,quantity,71.00,
doc00146420180117152505.html,product_group,,,,price,5.00,
doc00149120180117153429.html,product_group,3,,"FP,FN"
doc00149120180117153429.html,product_group,,,,product,Customer Support,Customer Support
doc00149120180117153429.html,product_group,,,,quantity,45.00,45
doc00149120180117153429.html,product_group,,,,price,20.00,20.00
doc00149120180117153429.html,product_group,0,,FN
doc00149120180117153429.html,product_group,,,,product,Social MediaMarketing,
doc00149120180117153429.html,product_group,,,,quantity,84.00,
doc00149120180117153429.html,product_group,,,,price,1.00,
doc00149120180117153429.html,product_group,1,,FN
doc00149120180117153429.html,product_group,,,,product,Development,
doc00149120180117153429.html,product_group,,,,quantity,39.00,
doc00149120180117153429.html,product_group,,,,price,60.00,
doc00149120180117153429.html,product_group,2,,FN
doc00149120180117153429.html,product_group,,,,product,Pilot D^y ^'vrrjopt,
doc00149120180117153429.html,product_group,,,,quantity,57.00,
doc00149120180117153429.html,product_group,,,,price,150.00,
invoice0.html,product_group,4,,"FP,FN"
invoice0.html,product_group,,,,product,Awesome Cotton Plate,Awesome Cotton Plate
invoice0.html,product_group,,,,quantity,8.00,8
invoice0.html,product_group,,,,price,457.55,457.55
invoice0.html,product_group,0,,FN
invoice0.html,product_group,,,,product,Sleek Leather Chair,
invoice0.html,product_group,,,,quantity,52.00,
invoice0.html,product_group,,,,price,27.91,
invoice0.html,product_group,1,,FN
invoice0.html,product_group,,,,product,Enormous Cotton Computer,
invoice0.html,product_group,,,,quantity,7.00,
invoice0.html,product_group,,,,price,323.89,
invoice0.html,product_group,3,,FN
invoice0.html,product_group,,,,product,Lightweight Linen Lamp,
invoice0.html,product_group,,,,quantity,18.00,
invoice0.html,product_group,,,,price,400.41,
invoice0.html,product_group,2,,FN
invoice0.html,product_group,,,,product,Sleek Copper Computer,
invoice0.html,product_group,,,,quantity,4.00,
invoice0.html,product_group,,,,price,373.49,
invoice106.html,product_group,7,,"FP,FN"
invoice106.html,product_group,,,,product,Mediocre Rubber Hat,Mediocre Rubber Hat
invoice106.html,product_group,,,,quantity,51.00,51
invoice106.html,product_group,,,,price,381.59,381.59
invoice106.html,product_group,1,,FN
invoice106.html,product_group,,,,product,Fantastic Leather Shirt,
invoice106.html,product_group,,,,quantity,24.00,
invoice106.html,product_group,,,,price,25.08,
invoice106.html,product_group,0,,FN
invoice106.html,product_group,,,,product,Incredible Copper Pants,
invoice106.html,product_group,,,,quantity,5.00,
invoice106.html,product_group,,,,price,269.70,
invoice106.html,product_group,2,,FN
invoice106.html,product_group,,,,product,Ergonomic Iron Keyboard,
invoice106.html,product_group,,,,quantity,54.00,
invoice106.html,product_group,,,,price,480.17,
invoice106.html,product_group,3,,FN
invoice106.html,product_group,,,,product,Ergonomic Granite Gloves,
invoice106.html,product_group,,,,quantity,44.00,
invoice106.html,product_group,,,,price,348.03,
invoice106.html,product_group,6,,FN
invoice106.html,product_group,,,,product,Enormous Concrete Watch,
invoice106.html,product_group,,,,quantity,37.00,
invoice106.html,product_group,,,,price,435.70,
invoice106.html,product_group,5,,FN
invoice106.html,product_group,,,,product,Rustic Silk Computer,
invoice106.html,product_group,,,,quantity,42.00,
invoice106.html,product_group,,,,price,153.65,
invoice106.html,product_group,4,,FN
invoice106.html,product_group,,,,product,Incredible Marble Bag,
invoice106.html,product_group,,,,quantity,53.00,
invoice106.html,product_group,,,,price,112.29,
invoice108.html,product_group,5,,"FP,FN"
invoice108.html,product_group,,,,product,Awesome Marble Hat,Awesome Marble Hat
invoice108.html,product_group,,,,quantity,7.00,7
invoice108.html,product_group,,,,price,174.39,174.39
invoice108.html,product_group,3,,FN
invoice108.html,product_group,,,,product,Lightweight Granite Keyboard,
invoice108.html,product_group,,,,quantity,5.00,
invoice108.html,product_group,,,,price,60.13,
invoice108.html,product_group,1,,FN
invoice108.html,product_group,,,,product,Practical Leather Bench,
invoice108.html,product_group,,,,quantity,47.00,
invoice108.html,product_group,,,,price,179.47,
invoice108.html,product_group,4,,FN
invoice108.html,product_group,,,,product,Gorgeous Plastic Shoes,
invoice108.html,product_group,,,,quantity,18.00,
invoice108.html,product_group,,,,price,365.14,
invoice108.html,product_group,0,,FN
invoice108.html,product_group,,,,product,Gorgeous Copper Bottle,
invoice108.html,product_group,,,,quantity,3.00,
invoice108.html,product_group,,,,price,280.02,
invoice108.html,product_group,2,,FN
invoice108.html,product_group,,,,product,Synergistic Silk Bottle,
invoice108.html,product_group,,,,quantity,2.00,
invoice108.html,product_group,,,,price,412.94,
invoice113.html,product_group,4,,"FP,FN"
invoice113.html,product_group,,,,product,Awesome Paper Shirt,Awesome Paper Shirt
invoice113.html,product_group,,,,quantity,41.00,41
invoice113.html,product_group,,,,price,89.47,89.47
invoice113.html,product_group,1,,FN
invoice113.html,product_group,,,,product,Mediocre Concrete Coat,
invoice113.html,product_group,,,,quantity,33.00,
invoice113.html,product_group,,,,price,214.17,
invoice113.html,product_group,3,,FN
invoice113.html,product_group,,,,product,Heavy Duty Copper Table,
invoice113.html,product_group,,,,quantity,11.00,
invoice113.html,product_group,,,,price,186.74,
invoice113.html,product_group,2,,FN
invoice113.html,product_group,,,,product,Small Rubber Knife,
invoice113.html,product_group,,,,quantity,27.00,
invoice113.html,product_group,,,,price,164.36,
invoice113.html,product_group,0,,FN
invoice113.html,product_group,,,,product,Enormous Rubber Car,
invoice113.html,product_group,,,,quantity,42.00,
invoice113.html,product_group,,,,price,150.81,
invoice116.html,product_group,1,,"FP,FN"
invoice116.html,product_group,,,,product,Intelligent Marble Car,Intelligent Marble Car
invoice116.html,product_group,,,,quantity,25.00,25
invoice116.html,product_group,,,,price,185.99,185.99
invoice116.html,product_group,0,,FN
invoice116.html,product_group,,,,product,Aerodynamic Leather Computer,
invoice116.html,product_group,,,,quantity,23.00,
invoice116.html,product_group,,,,price,269.72,
invoice118.html,product_group,7,,"FP,FN"
invoice118.html,product_group,,,,product,Aerodynamic Marble Lamp,Aerodynamic Marble Lamp
invoice118.html,product_group,,,,quantity,52.00,52
invoice118.html,product_group,,,,price,278.27,278.27
invoice118.html,product_group,4,,FN
invoice118.html,product_group,,,,product,Synergistic Leather Table,
invoice118.html,product_group,,,,quantity,13.00,
invoice118.html,product_group,,,,price,285.41,
invoice118.html,product_group,0,,FN
invoice118.html,product_group,,,,product,Ergonomic Wool Wallet,
invoice118.html,product_group,,,,quantity,46.00,
invoice118.html,product_group,,,,price,494.91,
invoice118.html,product_group,5,,FN
invoice118.html,product_group,,,,product,Awesome Aluminum Clock,
invoice118.html,product_group,,,,quantity,34.00,
invoice118.html,product_group,,,,price,91.65,
invoice118.html,product_group,1,,FN
invoice118.html,product_group,,,,product,Mediocre Copper Wallet,
invoice118.html,product_group,,,,quantity,26.00,
invoice118.html,product_group,,,,price,496.33,
invoice118.html,product_group,6,,FN
invoice118.html,product_group,,,,product,Practical Steel Table,
invoice118.html,product_group,,,,quantity,38.00,
invoice118.html,product_group,,,,price,249.18,
invoice118.html,product_group,3,,FN
invoice118.html,product_group,,,,product,Mediocre Silk Knife,
invoice118.html,product_group,,,,quantity,24.00,
invoice118.html,product_group,,,,price,162.85,
invoice118.html,product_group,2,,FN
invoice118.html,product_group,,,,product,Awesome Silk Pants,
invoice118.html,product_group,,,,quantity,29.00,
invoice118.html,product_group,,,,price,194.86,
invoice122.html,product_group,2,,"FP,FN"
invoice122.html,product_group,,,,product,Intelligent Steel Keyboard,Intelligent Steel Keyboard
invoice122.html,product_group,,,,quantity,19.00,19
invoice122.html,product_group,,,,price,465.28,465.28
invoice122.html,product_group,1,,FN
invoice122.html,product_group,,,,product,Small Cotton Computer,
invoice122.html,product_group,,,,quantity,1.00,
invoice122.html,product_group,,,,price,422.76,
invoice122.html,product_group,0,,FN
invoice122.html,product_group,,,,product,Mediocre Concrete Hat,
invoice122.html,product_group,,,,quantity,3.00,
invoice122.html,product_group,,,,price,340.92,
invoice124.html,product_group,2,,"FP,FN"
invoice124.html,product_group,,,,product,Rustic Paper Gloves,Rustic Paper Gloves
invoice124.html,product_group,,,,quantity,42.00,42
invoice124.html,product_group,,,,price,426.95,426.95
invoice124.html,product_group,0,,FN
invoice124.html,product_group,,,,product,Heavy Duty Linen Car,
invoice124.html,product_group,,,,quantity,29.00,
invoice124.html,product_group,,,,price,203.50,
invoice124.html,product_group,1,,FN
invoice124.html,product_group,,,,product,Intelligent Wooden Plate,
invoice124.html,product_group,,,,quantity,51.00,
invoice124.html,product_group,,,,price,19.87,
invoice126.html,product_group,4,,"FP,FN"
invoice126.html,product_group,,,,product,Mediocre Wool Clock,Mediocre Wool Clock
invoice126.html,product_group,,,,quantity,21.00,21
invoice126.html,product_group,,,,price,18.76,18.76
invoice126.html,product_group,0,,FN
invoice126.html,product_group,,,,product,Intelligent Rubber Chair,
invoice126.html,product_group,,,,quantity,40.00,
invoice126.html,product_group,,,,price,267.42,
invoice126.html,product_group,2,,FN
invoice126.html,product_group,,,,product,Heavy Duty Plastic Car,
invoice126.html,product_group,,,,quantity,27.00,
invoice126.html,product_group,,,,price,133.95,
invoice126.html,product_group,1,,FN
invoice126.html,product_group,,,,product,Aerodynamic Leather Shirt,
invoice126.html,product_group,,,,quantity,22.00,
invoice126.html,product_group,,,,price,190.46,
invoice126.html,product_group,3,,FN
invoice126.html,product_group,,,,product,Ergonomic Bronze Shoes,
invoice126.html,product_group,,,,quantity,32.00,
invoice126.html,product_group,,,,price,285.69,
invoice128.html,product_group,7,,"FP,FN"
invoice128.html,product_group,,,,product,Ergonomic Bronze Knife,Ergonomic Bronze Knife
invoice128.html,product_group,,,,quantity,49.00,49
invoice128.html,product_group,,,,price,97.71,97.71
invoice128.html,product_group,3,,FN
invoice128.html,product_group,,,,product,Ergonomic Rubber Lamp,
invoice128.html,product_group,,,,quantity,12.00,
invoice128.html,product_group,,,,price,224.65,
invoice128.html,product_group,5,,FN
invoice128.html,product_group,,,,product,Intelligent Linen Pants,
invoice128.html,product_group,,,,quantity,29.00,
invoice128.html,product_group,,,,price,300.97,
invoice128.html,product_group,6,,FN
invoice128.html,product_group,,,,product,Synergistic Bronze Gloves,
invoice128.html,product_group,,,,quantity,48.00,
invoice128.html,product_group,,,,price,139.74,
invoice128.html,product_group,4,,FN
invoice128.html,product_group,,,,product,Gorgeous Rubber Keyboard,
invoice128.html,product_group,,,,quantity,24.00,
invoice128.html,product_group,,,,price,138.06,
invoice128.html,product_group,2,,FN
invoice128.html,product_group,,,,product,Heavy Duty Aluminum Plate,
invoice128.html,product_group,,,,quantity,32.00,
invoice128.html,product_group,,,,price,50.93,
invoice128.html,product_group,1,,FN
invoice128.html,product_group,,,,product,Incredible Marble Hat,
invoice128.html,product_group,,,,quantity,11.00,
invoice128.html,product_group,,,,price,220.51,
invoice128.html,product_group,0,,FN
invoice128.html,product_group,,,,product,Lightweight Marble Gloves,
invoice128.html,product_group,,,,quantity,8.00,
invoice128.html,product_group,,,,price,257.42,
invoice129.html,product_group,2,,"FP,FN"
invoice129.html,product_group,,,,product,Incredible Paper Keyboard,Incredible Paper Keyboard
invoice129.html,product_group,,,,quantity,25.00,25
invoice129.html,product_group,,,,price,126.02,126.02
invoice129.html,product_group,0,,FN
invoice129.html,product_group,,,,product,Synergistic Silk Bench,
invoice129.html,product_group,,,,quantity,47.00,
invoice129.html,product_group,,,,price,201.16,
invoice129.html,product_group,1,,FN
invoice129.html,product_group,,,,product,Aerodynamic Concrete Keyboard,
invoice129.html,product_group,,,,quantity,48.00,
invoice129.html,product_group,,,,price,369.44,
invoice135.html,product_group,7,,"FP,FN"
invoice135.html,product_group,,,,product,Durable Steel Bag,Durable Steel Bag
invoice135.html,product_group,,,,quantity,29.00,29
invoice135.html,product_group,,,,price,61.39,61.39
invoice135.html,product_group,2,,FN
invoice135.html,product_group,,,,product,Heavy Duty Wooden Shoes,
invoice135.html,product_group,,,,quantity,8.00,
invoice135.html,product_group,,,,price,174.82,
invoice135.html,product_group,1,,FN
invoice135.html,product_group,,,,product,Awesome Granite Keyboard,
invoice135.html,product_group,,,,quantity,33.00,
invoice135.html,product_group,,,,price,165.75,
invoice135.html,product_group,6,,FN
invoice135.html,product_group,,,,product,Mediocre Plastic Coat,
invoice135.html,product_group,,,,quantity,8.00,
invoice135.html,product_group,,,,price,20.08,
invoice135.html,product_group,4,,FN
invoice135.html,product_group,,,,product,Aerodynamic Granite Bottle,
invoice135.html,product_group,,,,quantity,38.00,
invoice135.html,product_group,,,,price,474.06,
invoice135.html,product_group,5,,FN
invoice135.html,product_group,,,,product,Lightweight Plastic Wallet,
invoice135.html,product_group,,,,quantity,4.00,
invoice135.html,product_group,,,,price,494.67,
invoice135.html,product_group,0,,FN
invoice135.html,product_group,,,,product,Small Silk Shoes,
invoice135.html,product_group,,,,quantity,13.00,
invoice135.html,product_group,,,,price,426.72,
invoice135.html,product_group,3,,FN
invoice135.html,product_group,,,,product,Synergistic Bronze Computer,
invoice135.html,product_group,,,,quantity,14.00,
invoice135.html,product_group,,,,price,31.78,
invoice138.html,product_group,4,,"FP,FN"
invoice138.html,product_group,,,,product,Intelligent Rubber Coat,Intelligent Rubber Coat
invoice138.html,product_group,,,,quantity,12.00,12
invoice138.html,product_group,,,,price,246.09,246.09
invoice138.html,product_group,3,,FN
invoice138.html,product_group,,,,product,Heavy Duty Wool Hat,
invoice138.html,product_group,,,,quantity,32.00,
invoice138.html,product_group,,,,price,386.72,
invoice138.html,product_group,0,,FN
invoice138.html,product_group,,,,product,Sleek Wooden Lamp,
invoice138.html,product_group,,,,quantity,39.00,
invoice138.html,product_group,,,,price,118.14,
invoice138.html,product_group,1,,FN
invoice138.html,product_group,,,,product,Durable Copper Chair,
invoice138.html,product_group,,,,quantity,25.00,
invoice138.html,product_group,,,,price,333.82,
invoice138.html,product_group,2,,FN
invoice138.html,product_group,,,,product,Lightweight Leather Pants,
invoice138.html,product_group,,,,quantity,30.00,
invoice138.html,product_group,,,,price,489.14,
invoice14.html,product_group,1,,"FP,FN"
invoice14.html,product_group,,,,product,Synergistic Plastic Gloves,Synergistic Plastic Gloves
invoice14.html,product_group,,,,quantity,1.00,1
invoice14.html,product_group,,,,price,313.86,313.86
invoice14.html,product_group,0,,FN
invoice14.html,product_group,,,,product,Small Copper Gloves,
invoice14.html,product_group,,,,quantity,15.00,
invoice14.html,product_group,,,,price,41.70,
invoice141.html,product_group,1,,"FP,FN"
invoice141.html,product_group,,,,product,Small Iron Wallet,Small Iron Wallet
invoice141.html,product_group,,,,quantity,20.00,20
invoice141.html,product_group,,,,price,253.69,253.69
invoice141.html,product_group,0,,FN
invoice141.html,product_group,,,,product,Durable Rubber Bottle,
invoice141.html,product_group,,,,quantity,31.00,
invoice141.html,product_group,,,,price,45.89,
invoice144.html,product_group,3,,"FP,FN"
invoice144.html,product_group,,,,product,Aerodynamic Linen Table,Aerodynamic Linen Table
invoice144.html,product_group,,,,quantity,10.00,10
invoice144.html,product_group,,,,price,110.81,110.81
invoice144.html,product_group,0,,FN
invoice144.html,product_group,,,,product,Practical Leather Hat,
invoice144.html,product_group,,,,quantity,26.00,
invoice144.html,product_group,,,,price,460.33,
invoice144.html,product_group,1,,FN
invoice144.html,product_group,,,,product,Mediocre Steel Shirt,
invoice144.html,product_group,,,,quantity,44.00,
invoice144.html,product_group,,,,price,194.75,
invoice144.html,product_group,2,,FN
invoice144.html,product_group,,,,product,Durable Concrete Keyboard,
invoice144.html,product_group,,,,quantity,32.00,
invoice144.html,product_group,,,,price,73.30,
invoice149.html,product_group,2,,"FP,FN"
invoice149.html,product_group,,,,product,Fantastic Linen Computer,Fantastic Linen Computer
invoice149.html,product_group,,,,quantity,30.00,30
invoice149.html,product_group,,,,price,12.86,12.86
invoice149.html,product_group,1,,FN
