FILE_NAME,GROUP_NAME,GOLD_TABNUMBER,EXTRACTED_TABNUMBER,RESULT,FIELD_NAME,CHILD_GOLD,CHILD_EXTRACTED
doc00125020180117122554.html,product_group,3,3,TP
doc00125020180117122554.html,product_group,,,,product,Lightweight Wooden Bottle,Lightweight Wooden Bottle
doc00125020180117122554.html,product_group,,,,quantity,31.00,31.00
doc00125020180117122554.html,product_group,,,,price,659.83,659.83
doc00125020180117122554.html,product_group,2,2,TP
doc00125020180117122554.html,product_group,,,,product,Awesome Bronze Keyboard,Awesome Bronze Keyboard
doc00125020180117122554.html,product_group,,,,quantity,1.00,1.00
doc00125020180117122554.html,product_group,,,,price,473.72,473.72
doc00125020180117122554.html,product_group,7,7,TP
doc00125020180117122554.html,product_group,,,,product,Synergistic Plastic Bag,Synergistic Plastic Bag
doc00125020180117122554.html,product_group,,,,quantity,61.00,61.00
doc00125020180117122554.html,product_group,,,,price,170.11,170.11
doc00125020180117122554.html,product_group,5,5,TP
doc00125020180117122554.html,product_group,,,,product,Durable Silk Shoes,Durable Silk Shoes
doc00125020180117122554.html,product_group,,,,quantity,21.00,21.00
doc00125020180117122554.html,product_group,,,,price,812.32,812.32
doc00125020180117122554.html,product_group,1,1,TP
doc00125020180117122554.html,product_group,,,,product,Fantastic Cotton Bench,Fantastic Cotton Bench
doc00125020180117122554.html,product_group,,,,quantity,78.00,78.00
doc00125020180117122554.html,product_group,,,,price,610.87,610.87
doc00125020180117122554.html,product_group,6,6,TP
doc00125020180117122554.html,product_group,,,,product,Durable Bronze Wallet,Durable Bronze Wallet
doc00125020180117122554.html,product_group,,,,quantity,16.00,16.00
doc00125020180117122554.html,product_group,,,,price,541.48,541.48
doc00125020180117122554.html,product_group,4,4,"FP,FN"
doc00125020180117122554.html,product_group,,,,product,Heavy Duty Marble Chair,Heavy Duty Marble Chair
doc00125020180117122554.html,product_group,,,,quantity,23.00,~23.00
doc00125020180117122554.html,product_group,,,,price,534.70,534.70
doc00145620180117152142.html,product_group,1,1,TP
doc00145620180117152142.html,product_group,,,,product,Development,Development
doc00145620180117152142.html,product_group,,,,quantity,15.00,15.00
doc00145620180117152142.html,product_group,,,,price,60.00,60.00
doc00145620180117152142.html,product_group,3,3,TP
doc00145620180117152142.html,product_group,,,,product,Customer Support,Customer Support
doc00145620180117152142.html,product_group,,,,quantity,92.00,92.00
doc00145620180117152142.html,product_group,,,,price,20.00,20.00
doc00145620180117152142.html,product_group,0,0,"FP,FN"
doc00145620180117152142.html,product_group,,,,product,Social MediaMarketing,Social Media   Marketing
doc00145620180117152142.html,product_group,,,,quantity,38.00,38.00
doc00145620180117152142.html,product_group,,,,price,1.00,1.00
doc00145620180117152142.html,product_group,2,2,"FP,FN"
doc00145620180117152142.html,product_group,,,,product,Pilot Development,Pilot Development
doc00145620180117152142.html,product_group,,,,quantity,74.00,74.00
doc00145620180117152142.html,product_group,,,,price,150.00,
doc00145720180117152206.html,product_group,0,0,"FP,FN"
doc00145720180117152206.html,product_group,,,,product,Social MediaMarketing,Social Media   Marketing
doc00145720180117152206.html,product_group,,,,quantity,71.00,71.00
doc00145720180117152206.html,product_group,,,,price,1.00,1.00
doc00145720180117152206.html,product_group,1,1,TP
doc00145720180117152206.html,product_group,,,,product,Development,Development
doc00145720180117152206.html,product_group,,,,quantity,30.00,30.00
doc00145720180117152206.html,product_group,,,,price,60.00,60.00
doc00146020180117152339.html,product_group,3,3,TP
doc00146020180117152339.html,product_group,,,,product,Customer Support,Customer Support
doc00146020180117152339.html,product_group,,,,quantity,1.00,1.00
doc00146020180117152339.html,product_group,,,,price,20.00,20.00
doc00146020180117152339.html,product_group,4,4,TP
doc00146020180117152339.html,product_group,,,,product,Video Marketing,Video Marketing
doc00146020180117152339.html,product_group,,,,quantity,15.00,15.00
doc00146020180117152339.html,product_group,,,,price,5.00,5.00
doc00146020180117152339.html,product_group,0,0,"FP,FN"
doc00146020180117152339.html,product_group,,,,product,Social MediaMarketing,Social Media  Marketing
doc00146020180117152339.html,product_group,,,,quantity,93.00,93.00
doc00146020180117152339.html,product_group,,,,price,1.00,1.00
doc00146020180117152339.html,product_group,1,1,TP
doc00146020180117152339.html,product_group,,,,product,Development,Development
doc00146020180117152339.html,product_group,,,,quantity,6.00,6.00
doc00146020180117152339.html,product_group,,,,price,60.00,60.00
doc00146020180117152339.html,product_group,2,2,TP
doc00146020180117152339.html,product_group,,,,product,Pilot Development,Pilot Development
doc00146020180117152339.html,product_group,,,,quantity,16.00,16.00
doc00146020180117152339.html,product_group,,,,price,150.00,150.00
doc00147520180117152859.html,product_group,1,1,TP
doc00147520180117152859.html,product_group,,,,product,Development,Development
doc00147520180117152859.html,product_group,,,,quantity,20.00,20.00
doc00147520180117152859.html,product_group,,,,price,60.00,60.00
doc00147520180117152859.html,product_group,2,2,TP
doc00147520180117152859.html,product_group,,,,product,Pilot Development,Pilot Development
doc00147520180117152859.html,product_group,,,,quantity,99.00,99.00
doc00147520180117152859.html,product_group,,,,price,150.00,150.00
doc00147520180117152859.html,product_group,0,0,"FP,FN"
doc00147520180117152859.html,product_group,,,,product,Social Medisf vC,
doc00147520180117152859.html,product_group,,,,quantity,13.00,13.00
doc00147520180117152859.html,product_group,,,,price,1.00,1.00
d_442019_1526302473_2.html,product_group,,0,FP
d_442019_1526302473_2.html,product_group,,,,price,,1187.23
invoice136.html,product_group,0,0,TP
invoice136.html,product_group,,,,product,Synergistic Rubber Shirt,Synergistic Rubber Shirt
invoice136.html,product_group,,,,quantity,19.00,19.00
invoice136.html,product_group,,,,price,463.13,463.13
invoice136.html,product_group,2,2,TP
invoice136.html,product_group,,,,product,Synergistic Cotton Shirt,Synergistic Cotton Shirt
invoice136.html,product_group,,,,quantity,6.00,6.00
invoice136.html,product_group,,,,price,182.44,182.44
invoice136.html,product_group,5,5,TP
invoice136.html,product_group,,,,product,Intelligent Wooden Plate,Intelligent Wooden Plate
invoice136.html,product_group,,,,quantity,44.00,44.00
invoice136.html,product_group,,,,price,53.27,53.27
invoice136.html,product_group,1,1,TP
invoice136.html,product_group,,,,product,Aerodynamic Linen Shirt,Aerodynamic Linen Shirt
invoice136.html,product_group,,,,quantity,46.00,46.00
invoice136.html,product_group,,,,price,156.96,156.96
invoice136.html,product_group,3,3,TP
invoice136.html,product_group,,,,product,Small Bronze Hat,Small Bronze Hat
invoice136.html,product_group,,,,quantity,32.00,32.00
invoice136.html,product_group,,,,price,215.36,215.36
invoice136.html,product_group,4,4,TP
invoice136.html,product_group,,,,product,Fantastic Marble Bottle,Fantastic Marble Bottle
invoice136.html,product_group,,,,quantity,16.00,16.00
invoice136.html,product_group,,,,price,418.55,418.55
invoice139.html,product_group,3,3,TP
invoice139.html,product_group,,,,product,Heavy Duty Rubber Car,Heavy Duty Rubber Car
invoice139.html,product_group,,,,quantity,49.00,49.00
invoice139.html,product_group,,,,price,331.79,331.79
invoice139.html,product_group,1,1,TP
invoice139.html,product_group,,,,product,Durable Silk Gloves,Durable Silk Gloves
invoice139.html,product_group,,,,quantity,39.00,39.00
invoice139.html,product_group,,,,price,455.45,455.45
invoice139.html,product_group,6,6,TP
invoice139.html,product_group,,,,product,Lightweight Paper Chair,Lightweight Paper Chair
invoice139.html,product_group,,,,quantity,45.00,45.00
invoice139.html,product_group,,,,price,183.88,183.88
invoice139.html,product_group,7,7,TP
invoice139.html,product_group,,,,product,Rustic Wooden Table,Rustic Wooden Table
invoice139.html,product_group,,,,quantity,36.00,36.00
invoice139.html,product_group,,,,price,439.20,439.20
invoice139.html,product_group,2,2,TP
invoice139.html,product_group,,,,product,Intelligent Concrete Table,Intelligent Concrete Table
invoice139.html,product_group,,,,quantity,19.00,19.00
invoice139.html,product_group,,,,price,259.81,259.81
invoice139.html,product_group,5,5,TP
invoice139.html,product_group,,,,product,Durable Paper Gloves,Durable Paper Gloves
invoice139.html,product_group,,,,quantity,47.00,47.00
invoice139.html,product_group,,,,price,383.67,383.67
invoice139.html,product_group,8,8,TP
invoice139.html,product_group,,,,product,Mediocre Granite Hat,Mediocre Granite Hat
invoice139.html,product_group,,,,quantity,12.00,12.00
invoice139.html,product_group,,,,price,396.74,396.74
invoice139.html,product_group,4,4,TP
invoice139.html,product_group,,,,product,Aerodynamic Linen Knife,Aerodynamic Linen Knife
invoice139.html,product_group,,,,quantity,38.00,38.00
invoice139.html,product_group,,,,price,173.73,173.73
invoice139.html,product_group,0,0,TP
invoice139.html,product_group,,,,product,Enormous Wooden Bench,Enormous Wooden Bench
invoice139.html,product_group,,,,quantity,5.00,5.00
invoice139.html,product_group,,,,price,354.53,354.53
invoice164.html,product_group,1,1,TP
invoice164.html,product_group,,,,product,Gorgeous Iron Bench,Gorgeous Iron Bench
invoice164.html,product_group,,,,quantity,37.00,37.00
invoice164.html,product_group,,,,price,411.70,411.70
invoice164.html,product_group,0,0,TP
invoice164.html,product_group,,,,product,Practical Granite Bench,Practical Granite Bench
invoice164.html,product_group,,,,quantity,23.00,23.00
invoice164.html,product_group,,,,price,456.12,456.12
invoice17.html,product_group,5,5,TP
invoice17.html,product_group,,,,product,Intelligent Granite Bag,Intelligent Granite Bag
invoice17.html,product_group,,,,quantity,3.00,3.00
invoice17.html,product_group,,,,price,257.23,257.23
invoice17.html,product_group,0,0,TP
invoice17.html,product_group,,,,product,Lightweight Bronze Pants,Lightweight Bronze Pants
invoice17.html,product_group,,,,quantity,11.00,11.00
invoice17.html,product_group,,,,price,113.87,113.87
invoice17.html,product_group,1,1,TP
invoice17.html,product_group,,,,product,Lightweight Linen Lamp,Lightweight Linen Lamp
invoice17.html,product_group,,,,quantity,16.00,16.00
invoice17.html,product_group,,,,price,151.69,151.69
invoice17.html,product_group,2,2,TP
invoice17.html,product_group,,,,product,Intelligent Steel Pants,Intelligent Steel Pants
invoice17.html,product_group,,,,quantity,24.00,24.00
invoice17.html,product_group,,,,price,323.84,323.84
invoice17.html,product_group,3,3,TP
invoice17.html,product_group,,,,product,Awesome Bronze Shirt,Awesome Bronze Shirt
invoice17.html,product_group,,,,quantity,32.00,32.00
invoice17.html,product_group,,,,price,25.07,25.07
invoice17.html,product_group,4,4,TP
invoice17.html,product_group,,,,product,Ergonomic Linen Shirt,Ergonomic Linen Shirt
invoice17.html,product_group,,,,quantity,20.00,20.00
invoice17.html,product_group,,,,price,192.48,192.48
invoice179.html,product_group,0,0,TP
invoice179.html,product_group,,,,product,Enormous Leather Car,Enormous Leather Car
invoice179.html,product_group,,,,quantity,43.00,43.00
invoice179.html,product_group,,,,price,40.18,40.18
invoice179.html,product_group,1,1,TP
invoice179.html,product_group,,,,product,Durable Leather Chair,Durable Leather Chair
invoice179.html,product_group,,,,quantity,27.00,27.00
invoice179.html,product_group,,,,price,271.56,271.56
invoice179.html,product_group,2,2,TP
invoice179.html,product_group,,,,product,Ergonomic Granite Gloves,Ergonomic Granite Gloves
invoice179.html,product_group,,,,quantity,3.00,3.00
invoice179.html,product_group,,,,price,10.64,10.64
invoice181.html,product_group,3,3,TP
invoice181.html,product_group,,,,product,Gorgeous Wooden Chair,Gorgeous Wooden Chair
invoice181.html,product_group,,,,quantity,51.00,51.00
invoice181.html,product_group,,,,price,103.10,103.10
invoice181.html,product_group,6,6,TP
invoice181.html,product_group,,,,product,Incredible Bronze Pants,Incredible Bronze Pants
invoice181.html,product_group,,,,quantity,13.00,13.00
invoice181.html,product_group,,,,price,460.42,460.42
invoice181.html,product_group,2,2,TP
invoice181.html,product_group,,,,product,Incredible Cotton Coat,Incredible Cotton Coat
invoice181.html,product_group,,,,quantity,1.00,1.00
invoice181.html,product_group,,,,price,414.29,414.29
invoice181.html,product_group,1,1,TP
invoice181.html,product_group,,,,product,Enormous Granite Keyboard,Enormous Granite Keyboard
invoice181.html,product_group,,,,quantity,20.00,20.00
invoice181.html,product_group,,,,price,60.41,60.41
invoice181.html,product_group,4,4,TP
invoice181.html,product_group,,,,product,Aerodynamic Iron Coat,Aerodynamic Iron Coat
invoice181.html,product_group,,,,quantity,10.00,10.00
invoice181.html,product_group,,,,price,226.08,226.08
invoice181.html,product_group,0,0,TP
invoice181.html,product_group,,,,product,Rustic Rubber Pants,Rustic Rubber Pants
invoice181.html,product_group,,,,quantity,28.00,28.00
invoice181.html,product_group,,,,price,317.66,317.66
invoice181.html,product_group,5,5,TP
invoice181.html,product_group,,,,product,Rustic Plastic Bench,Rustic Plastic Bench
invoice181.html,product_group,,,,quantity,45.00,45.00
invoice181.html,product_group,,,,price,51.92,51.92
invoice181.html,product_group,7,7,TP
invoice181.html,product_group,,,,product,Synergistic Paper Car,Synergistic Paper Car
invoice181.html,product_group,,,,quantity,27.00,27.00
invoice181.html,product_group,,,,price,152.07,152.07
invoice181.html,product_group,8,8,TP
invoice181.html,product_group,,,,product,Heavy Duty Paper Coat,Heavy Duty Paper Coat
invoice181.html,product_group,,,,quantity,19.00,19.00
invoice181.html,product_group,,,,price,253.61,253.61
invoice183.html,product_group,0,0,TP
invoice183.html,product_group,,,,product,Practical Paper Car,Practical Paper Car
invoice183.html,product_group,,,,quantity,2.00,2.00
invoice183.html,product_group,,,,price,472.91,472.91
invoice183.html,product_group,1,1,TP
invoice183.html,product_group,,,,product,Rustic Bronze Watch,Rustic Bronze Watch
invoice183.html,product_group,,,,quantity,29.00,29.00
invoice183.html,product_group,,,,price,296.15,296.15
invoice183.html,product_group,3,3,TP
invoice183.html,product_group,,,,product,Small Concrete Bag,Small Concrete Bag
invoice183.html,product_group,,,,quantity,24.00,24.00
invoice183.html,product_group,,,,price,247.31,247.31
invoice183.html,product_group,5,5,TP
invoice183.html,product_group,,,,product,Mediocre Bronze Coat,Mediocre Bronze Coat
invoice183.html,product_group,,,,quantity,24.00,24.00
invoice183.html,product_group,,,,price,215.41,215.41
invoice183.html,product_group,6,6,TP
invoice183.html,product_group,,,,product,Awesome Rubber Car,Awesome Rubber Car
invoice183.html,product_group,,,,quantity,53.00,53.00
invoice183.html,product_group,,,,price,342.20,342.20
invoice183.html,product_group,2,2,TP
invoice183.html,product_group,,,,product,Awesome Wooden Watch,Awesome Wooden Watch
invoice183.html,product_group,,,,quantity,47.00,47.00
invoice183.html,product_group,,,,price,270.65,270.65
invoice183.html,product_group,4,4,TP
invoice183.html,product_group,,,,product,Ergonomic Linen Table,Ergonomic Linen Table
invoice183.html,product_group,,,,quantity,29.00,29.00
invoice183.html,product_group,,,,price,179.79,179.79
invoice183.html,product_group,7,7,TP
invoice183.html,product_group,,,,product,Aerodynamic Rubber Plate,Aerodynamic Rubber Plate
invoice183.html,product_group,,,,quantity,16.00,16.00
invoice183.html,product_group,,,,price,214.83,214.83
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,product_group,,0,"FP,FN"
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,product_group,,,,product,Provided Services Description (date range),Provided Services Description (date range)
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,product_group,,,,quantity,1.00,
train.113c1a4b-beb7-4c7a-8f62-c490dbe87d60.html,product_group,,,,price,0.00,.00
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,product_group,,0,"FP,FN"
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,product_group,,,,product,StepsTo Life 32 of 52: Dynamic Praying - MP3 Download Download,Life 32 of 52: Dynamic     Praying - MP3 Download     Download
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,product_group,,,,quantity,1.00,1.00
train.23cc2c5d-bb0b-4e5f-b483-e46a1e2b9728.html,product_group,,,,price,2.49,2.49
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product_group,,0,"FP,FN"
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product_group,,,,product,"Very long product description that occupies more than 1 line - in fact, it occupies 2 lines","than     1 line - in fact, it occupies 2 lines"
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product_group,,,,quantity,1.00,1.00
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product_group,,,,price,199.99,199.99
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product_group,,1,FP
train.24b16e33-e1b3-475e-bd75-b305b5ba6448.html,product_group,,,,price,,420.00
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,product_group,,,FN
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,product_group,,,,product,Installation,
train.24fcee06-7f29-4960-aa78-48b5f50a2065.html,product_group,,,,price,1250.00,
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,product_group,,0,"FP,FN"
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,product_group,,,,product,Accom-odslon Thnday 4th,Accom-odslon Thnday 4th
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,product_group,,,,quantity,1.00,1.00
train.440c078b-5e8b-4282-9d4f-20fec91d7aeb.html,product_group,,,,price,87.50,
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,3,"FP,FN"
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,product,Bathroom sink installation,Bathroom sink installation
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,quantity,2.00,2.00
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,price,250.00,
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,2,FP
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,quantity,,1.00
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,0,FP
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,quantity,,i.00
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,price,,885.00
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,1,FP
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,quantity,,i.00
train.4fd268f9-8056-46e3-9e19-43bc4e54caee.html,product_group,,,,price,,170.00
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,product_group,,0,"FP,FN"
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,product_group,,,,product,Penjualan Jasa Service Periode Januari 2013,Periode Januari 2013
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,product_group,,,,quantity,1.00,1.00
train.5388fffc-37fb-46c3-88a7-d8a1ddd25bfb.html,product_group,,,,price,1000000.00,1000000.00
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product_group,,1,"FP,FN"
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product_group,,,,product,Example product,Example product
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product_group,,,,quantity,12.00,
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product_group,,,,price,362.00,
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product_group,,0,FP
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product_group,,,,product,,Example service
train.5a210b13-f9d9-4fb9-b30e-e189d710ad83.html,product_group,,,,price,,75.00
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,product_group,,,FN
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,product_group,,,,product,DEBEER SILKY SILVER,
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,product_group,,,,quantity,1.00,
train.60f9f0eb-2442-4537-acda-5f5a25bf2b54.html,product_group,,,,price,3913.04,
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,2,"FP,FN"
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,product,APPLE IPAD CASING - WHITE,INV00002               APPLE IPAD CASING - BLACK
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,quantity,20000.05,0.00.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,price,20.00,20.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,3,FP
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,product,,INVOCO03
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,quantity,,4.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,price,,10.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,FP
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,price,,.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,0,FP
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,quantity,,S.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,price,,50.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,4,FP
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,quantity,,0.00.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,price,,20.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,1,FP
